Meter_Id,Meter_Id(prefix removed),Cleaned_Date,Weekday,Weekday(number),Week_Number,Region_Code,District,Dwelling_Type,Labeled_Dwelling_type,Num_Occupants,House_Area (sqft),Appliance_Score,Appliance_Score_Grouped,Connected_Load(kw),Load_category(labeled),Temperature_C,Temparature_category,Humidity (%),Cleaned_Expected_Energy(kwh),Cleaned_Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Pattern_Usage,,,
IN-KL-ELC-97553105,97553105,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2605,13,Medium,3.52,2,30.54,>30,80.66,17.13,17.12,-0.06%,16.89,0,1,,,
IN-KL-ELC-76999375,76999375,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Villa,1,2,574,16,High,4.06,2,31.63,>30,53.8,14.39,14.63,1.67%,16.28,0,0,,,
IN-KL-ELC-50138855,50138855,1/2/2023,Monday,2,1,IN_KL_ALP,Alappuzha,Apartment,2,2,1651,7,Low,6.12,3,20.78,<25,77.25,10.72,10.13,-5.50%,16.47,1,0,,,
IN-KL-ELC-46908360,46908360,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,886,19,High,5.26,3,22.53,<25,71.22,16.89,17.87,5.80%,16.89,1,1,,,
IN-KL-ELC-60604864,60604864,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Villa,1,4,2704,21,High,2.64,1,25.36,25-30,77.52,16.28,16.66,2.33%,16.28,0,0,,,
IN-KL-ELC-38289970,38289970,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,1,2029,12,Medium,4.03,2,33.03,>30,45.67,12.05,21.37,77.38%,17.26,1,1,,,
IN-KL-ELC-19900586,19900586,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,476,12,Medium,5.76,3,29.51,25-30,45.99,18.19,18.29,0.55%,16.89,0,1,,,
IN-KL-ELC-69243360,69243360,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Villa,1,2,2649,7,Low,3.85,2,33.96,>30,64.54,11.38,12.46,9.49%,16.28,0,0,,,
IN-KL-ELC-86684493,86684493,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Independent House,0,5,2781,14,Medium,3.77,2,29.05,25-30,58.07,16.19,15.74,-2.78%,17.83,0,1,,,
IN-KL-ELC-29028684,29028684,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2467,6,Low,3.00,1,27.92,25-30,53.77,11.58,12.34,6.56%,17.26,0,1,,,
IN-KL-ELC-82309447,82309447,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Independent House,0,6,2795,15,Medium,7.46,3,28.48,25-30,81.62,20.17,30.05,49.00%,16.43,1,1,,,
IN-KL-ELC-58847825,58847825,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Apartment,2,1,1280,11,Medium,6.44,3,27.19,25-30,55.76,12.43,18.32,47.42%,16.61,1,1,,,
IN-KL-ELC-30653258,30653258,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Independent House,0,5,1550,6,Low,2.99,1,23.36,<25,65.97,11.74,16.03,36.51%,16.43,1,1,,,
IN-KL-ELC-23402388,23402388,1/29/2023,Sunday,1,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2441,21,High,6.64,3,34.23,>30,79.86,21.19,22.67,6.98%,16.89,1,1,,,
IN-KL-ELC-91823655,91823655,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1876,20,High,7.29,3,28.97,25-30,62.47,20.84,29.47,41.39%,17.26,1,1,,,
IN-KL-ELC-24122558,24122558,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2676,11,Medium,3.10,2,32.89,>30,67.5,15.52,19.92,28.35%,17.26,1,1,,,
IN-KL-ELC-86586193,86586193,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Independent House,0,1,1121,11,Medium,3.94,2,25.68,25-30,83.75,10.39,16.94,63.03%,16.43,1,1,,,
IN-KL-ELC-84637965,84637965,1/24/2023,Tuesday,3,4,IN_KL_ALP,Alappuzha,Villa,1,5,2284,8,Low,4.40,2,30.15,>30,70.39,14.83,14.22,-4.11%,16.26,0,0,,,
IN-KL-ELC-80163233,80163233,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Independent House,0,1,494,11,Medium,7.08,3,29.35,25-30,83.51,13.33,13.06,-2.03%,17.83,0,1,,,
IN-KL-ELC-46470083,46470083,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2202,12,Medium,3.44,2,27.11,25-30,74.88,11.65,12.18,4.55%,16.89,0,1,,,
IN-KL-ELC-85879717,85879717,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Apartment,2,1,2619,15,Medium,5.08,3,29.41,25-30,61.23,13.24,20.21,52.64%,16.47,1,1,,,
IN-KL-ELC-46470083,46470083,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2202,12,Medium,3.44,2,30.42,>30,60.52,12.26,11.76,-4.08%,16.89,1,1,,,
IN-KL-ELC-18798620,18798620,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Apartment,2,2,2704,7,Low,5.32,3,26.74,25-30,77.95,16.61,9.56,-42.44%,16.61,1,0,,,
IN-KL-ELC-41369910,41369910,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1883,15,Medium,3.08,2,32.04,>30,80.51,14.49,14.33,-1.10%,17.26,0,1,,,
IN-KL-ELC-12098625,12098625,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,1,1383,15,Medium,4.01,2,27.14,25-30,61.3,12.02,0.00,-100.00%,16.47,1,0,,,
IN-KL-ELC-73630255,73630255,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Villa,1,1,1963,6,Low,3.38,2,33.22,>30,53.43,9.37,10.13,8.11%,16.26,1,0,,,
IN-KL-ELC-22833202,22833202,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Independent House,0,1,743,9,Low,6.97,3,27.27,25-30,46.52,12.16,12.69,4.36%,17.83,1,1,,,
IN-KL-ELC-60241510,60241510,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Apartment,2,4,1452,9,Low,6.63,3,24.00,<25,57.42,14.31,12.86,-10.13%,16.61,0,0,,,
IN-KL-ELC-61443706,61443706,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2500,9,Low,4.71,2,34.75,>30,57.17,16.48,16.44,-0.24%,16.89,0,1,,,
IN-KL-ELC-60935907,60935907,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1823,20,High,3.54,2,24.46,<25,77.99,13.80,13.44,-2.61%,17.26,0,1,,,
IN-KL-ELC-44100893,44100893,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Villa,1,2,889,6,Low,2.98,1,26.29,25-30,52.15,9.19,0.00,-100.00%,16.28,1,0,,,
IN-KL-ELC-11593573,11593573,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Independent House,0,1,622,20,High,5.89,3,31.47,>30,49.54,16.06,23.03,43.39%,16.43,1,1,,,
IN-KL-ELC-74375533,74375533,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Apartment,2,3,2410,15,Medium,2.51,1,36.17,>30,77.8,14.89,15.72,5.57%,16.61,0,1,,,
IN-KL-ELC-86586193,86586193,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Independent House,0,1,1121,11,Medium,3.94,2,25.80,25-30,56.76,10.41,11.48,10.28%,16.43,0,0,,,
IN-KL-ELC-79975445,79975445,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Villa,1,5,2520,15,Medium,6.56,3,29.10,25-30,66.89,18.61,17.37,-6.66%,16.28,0,0,,,
IN-KL-ELC-80163233,80163233,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Independent House,0,1,494,11,Medium,7.08,3,30.13,>30,51.6,13.49,13.41,-0.59%,17.83,0,1,,,
IN-KL-ELC-28113115,28113115,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Independent House,0,3,2295,9,Low,7.98,3,29.83,25-30,54.4,15.59,16.40,5.20%,17.83,0,1,,,
IN-KL-ELC-64023664,64023664,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Independent House,0,2,569,9,Low,3.71,2,28.02,25-30,56.05,11.00,18.52,68.34%,16.43,1,1,,,
IN-KL-ELC-30653258,30653258,1/30/2023,Monday,2,5,IN_KL_ERN,Ernakulam,Independent House,0,5,1550,6,Low,2.99,1,28.58,25-30,70.86,12.76,12.58,-1.41%,16.43,0,0,,,
IN-KL-ELC-24569037,24569037,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,27.24,25-30,82.39,13.92,13.60,-2.30%,16.28,0,0,,,
IN-KL-ELC-27833222,27833222,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2682,19,High,6.01,3,32.31,>30,49.75,21.69,40.48,86.63%,16.89,1,1,,,
IN-KL-ELC-65870776,65870776,1/9/2023,Monday,2,2,IN_KL_ALP,Alappuzha,Independent House,0,3,2512,17,High,7.86,3,35.58,>30,46.37,19.88,30.20,51.92%,17.83,1,1,,,
IN-KL-ELC-12730697,12730697,1/29/2023,Sunday,1,5,IN_KL_ALP,Alappuzha,Independent House,0,4,760,8,Low,4.75,2,16.79,<25,60.96,17.83,10.59,-40.61%,17.83,1,0,,,
IN-KL-ELC-66703411,66703411,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Apartment,2,3,888,18,High,2.60,1,35.98,>30,46.7,16.07,17.97,11.82%,16.47,0,0,,,
IN-KL-ELC-28743962,28743962,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Independent House,0,6,1543,15,Medium,5.27,3,29.93,25-30,80.35,18.98,19.11,0.68%,16.43,0,0,,,
IN-KL-ELC-61622615,61622615,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1106,8,Low,4.74,2,24.77,<25,45.93,10.83,10.98,1.39%,17.26,1,1,,,
IN-KL-ELC-57261281,57261281,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Apartment,2,1,1776,14,Medium,3.77,2,33.51,>30,55.51,16.47,13.47,-18.21%,16.47,0,0,,,
IN-KL-ELC-73898526,73898526,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,1725,11,Medium,7.14,3,25.84,25-30,79.15,16.79,17.86,6.37%,16.89,0,1,,,
IN-KL-ELC-59350609,59350609,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Apartment,2,2,2188,20,High,4.97,2,26.91,25-30,71.77,15.38,16.16,5.07%,16.61,0,1,,,
IN-KL-ELC-19637600,19637600,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1833,10,Low,6.97,3,28.26,25-30,53.73,15.90,15.57,-2.08%,16.02,0,0,,,
IN-KL-ELC-60116792,60116792,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2570,20,High,3.68,2,22.78,<25,83.95,13.52,14.98,10.80%,16.89,0,1,,,
IN-KL-ELC-27833222,27833222,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2682,19,High,6.01,3,26.39,25-30,77.33,19.82,20.71,4.49%,16.89,0,1,,,
IN-KL-ELC-82741791,82741791,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Independent House,0,3,1297,9,Low,7.49,3,25.07,25-30,84.89,14.14,14.86,5.09%,16.43,0,0,,,
IN-KL-ELC-31345387,31345387,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Independent House,0,3,1480,6,Low,6.11,3,31.87,>30,60.56,13.55,12.83,-5.31%,17.83,0,0,,,
IN-KL-ELC-62444510,62444510,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2590,13,Medium,4.06,2,25.15,25-30,61.34,15.11,13.76,-8.93%,17.26,0,0,,,
IN-KL-ELC-72588770,72588770,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,6,460,7,Low,5.20,3,26.13,25-30,53.73,15.21,26.81,76.25%,17.83,1,1,,,
IN-KL-ELC-42959637,42959637,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2052,8,Low,7.50,3,26.23,25-30,84.64,15.12,16.08,6.35%,16.89,0,1,,,
IN-KL-ELC-44100893,44100893,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Villa,1,2,889,6,Low,2.98,1,33.58,>30,47.6,10.26,15.11,47.31%,16.28,1,1,,,
IN-KL-ELC-16244556,16244556,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2420,18,High,5.00,2,20.71,<25,52.55,17.08,24.05,40.81%,16.89,1,1,,,
IN-KL-ELC-86401151,86401151,1/16/2023,Monday,2,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1498,15,Medium,3.46,2,36.18,>30,80.61,14.47,13.44,-7.12%,17.26,0,0,,,
IN-KL-ELC-91345884,91345884,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Independent House,0,1,2406,6,Low,6.52,3,32.42,>30,47.38,11.70,10.83,-7.44%,16.43,1,0,,,
IN-KL-ELC-81023113,81023113,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2076,14,Medium,6.17,3,30.47,>30,83.93,13.92,15.27,9.70%,16.89,0,1,,,
IN-KL-ELC-58847825,58847825,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Apartment,2,1,1280,11,Medium,6.44,3,30.31,>30,68.61,13.04,11.76,-9.82%,16.61,0,0,,,
IN-KL-ELC-76726031,76726031,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Independent House,0,2,849,9,Low,7.27,3,31.34,>30,57.29,14.28,13.78,-3.50%,16.43,0,0,,,
IN-KL-ELC-20063517,20063517,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2560,21,High,4.08,2,34.12,>30,45.27,21.46,20.02,-6.71%,16.89,0,0,,,
IN-KL-ELC-86684493,86684493,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Independent House,0,5,2781,14,Medium,3.77,2,39.51,>30,66,18.77,19.59,4.37%,17.83,0,1,,,
IN-KL-ELC-53437589,53437589,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Apartment,2,3,1834,9,Low,6.80,3,28.53,25-30,47.71,14.42,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-65980523,65980523,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1885,7,Low,5.79,3,25.11,25-30,78.22,11.30,13.06,15.58%,17.26,0,1,,,
IN-KL-ELC-28802060,28802060,1/12/2023,Thursday,5,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1168,10,Low,2.59,1,28.34,25-30,69.36,9.50,10.84,14.11%,16.89,1,1,,,
IN-KL-ELC-54399325,54399325,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Independent House,0,3,906,7,Low,7.79,3,27.16,25-30,63.47,14.16,12.44,-12.15%,16.43,0,0,,,
IN-KL-ELC-81023113,81023113,1/7/2023,Saturday,7,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2076,14,Medium,6.17,3,24.00,<25,73.12,12.58,12.79,1.67%,16.89,0,1,,,
IN-KL-ELC-28113115,28113115,1/7/2023,Saturday,7,1,IN_KL_ALP,Alappuzha,Independent House,0,3,2295,9,Low,7.98,3,33.47,>30,54.95,16.45,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-13794510,13794510,1/20/2023,Friday,6,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,33.99,>30,71.98,20.35,19.00,-6.63%,16.89,0,0,,,
IN-KL-ELC-91609437,91609437,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,6,1529,6,Low,3.62,2,32.55,>30,45.69,15.17,15.22,0.33%,17.26,0,1,,,
IN-KL-ELC-28357262,28357262,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Independent House,0,4,821,17,High,6.91,3,29.90,25-30,66.52,18.70,0.00,-100.00%,16.43,1,0,,,
IN-KL-ELC-77934995,77934995,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2725,13,Medium,7.29,3,31.01,>30,50.16,16.77,18.02,7.45%,17.26,0,1,,,
IN-KL-ELC-65870776,65870776,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Independent House,0,3,2512,17,High,7.86,3,27.21,25-30,71.29,17.58,27.20,54.71%,17.83,1,1,,,
IN-KL-ELC-43990463,43990463,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Independent House,0,3,1361,21,High,7.24,3,32.93,>30,49.77,20.13,18.06,-10.28%,17.83,0,0,,,
IN-KL-ELC-61949394,61949394,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Independent House,0,2,1004,14,Medium,5.67,3,33.02,>30,63.7,15.21,29.24,92.25%,16.43,1,1,,,
IN-KL-ELC-46370776,46370776,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Apartment,2,4,2294,9,Low,5.65,3,36.89,>30,76.15,16.54,15.55,-5.99%,16.61,0,0,,,
IN-KL-ELC-55788629,55788629,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Apartment,2,5,1166,15,Medium,7.36,3,36.27,>30,84.39,21.30,31.72,48.92%,16.61,1,1,,,
IN-KL-ELC-16244556,16244556,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2420,18,High,5.00,2,29.68,25-30,54.84,19.76,20.15,1.97%,16.89,0,1,,,
IN-KL-ELC-39477221,39477221,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Apartment,2,4,503,21,High,7.72,3,26.70,25-30,81.14,19.71,18.14,-7.97%,16.61,0,0,,,
IN-KL-ELC-61700190,61700190,1/12/2023,Thursday,5,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1371,8,Low,5.28,3,25.83,25-30,54.27,10.37,12.46,20.15%,16.89,1,1,,,
IN-KL-ELC-63901775,63901775,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,583,9,Low,3.65,2,29.06,25-30,78.95,15.47,15.02,-2.91%,16.02,0,0,,,
IN-KL-ELC-24122558,24122558,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2676,11,Medium,3.10,2,33.56,>30,83.43,15.67,16.98,8.36%,17.26,0,1,,,
IN-KL-ELC-56602744,56602744,1/20/2023,Friday,6,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,814,13,Medium,6.80,3,36.51,>30,81.96,20.14,20.05,-0.45%,16.89,0,1,,,
IN-KL-ELC-74375533,74375533,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Apartment,2,3,2410,15,Medium,2.51,1,30.23,>30,68.34,13.68,15.54,13.60%,16.61,0,1,,,
IN-KL-ELC-97400511,97400511,1/13/2023,Friday,6,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2458,6,Low,7.21,3,24.51,<25,81.49,11.84,10.27,-13.26%,16.89,1,0,,,
IN-KL-ELC-65980523,65980523,1/7/2023,Saturday,7,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1885,7,Low,5.79,3,31.28,>30,50.96,12.43,13.62,9.57%,17.26,0,1,,,
IN-KL-ELC-77037468,77037468,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,28.51,25-30,77.94,16.82,16.64,-1.07%,16.26,0,0,,,
IN-KL-ELC-88110681,88110681,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Independent House,0,6,1114,15,Medium,4.17,2,33.49,>30,45.88,19.13,19.71,3.03%,16.43,0,0,,,
IN-KL-ELC-19900586,19900586,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,476,12,Medium,5.76,3,31.84,>30,55.03,18.82,17.76,-5.63%,16.89,0,0,,,
IN-KL-ELC-63901775,63901775,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,583,9,Low,3.65,2,29.63,25-30,66.07,15.60,24.20,55.12%,16.02,1,1,,,
IN-KL-ELC-25737030,25737030,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Independent House,0,4,2725,11,Medium,3.75,2,26.26,25-30,64.35,16.43,12.92,-21.36%,16.43,0,0,,,
IN-KL-ELC-30653258,30653258,1/4/2023,Wednesday,4,1,IN_KL_ERN,Ernakulam,Independent House,0,5,1550,6,Low,2.99,1,31.26,>30,79.64,13.29,24.33,83.10%,16.43,1,1,,,
IN-KL-ELC-58847825,58847825,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Apartment,2,1,1280,11,Medium,6.44,3,35.27,>30,58.13,14.01,13.17,-6.00%,16.61,0,0,,,
IN-KL-ELC-11063908,11063908,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,4,1364,9,Low,7.04,3,31.35,>30,76.48,16.35,17.85,9.17%,16.47,0,0,,,
IN-KL-ELC-69080674,69080674,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Independent House,0,6,2795,9,Low,2.87,1,34.88,>30,66.2,16.21,24.19,49.21%,17.83,1,1,,,
IN-KL-ELC-36971038,36971038,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,3,1607,20,High,5.13,3,25.32,25-30,78.17,16.13,28.16,74.57%,16.43,1,1,,,
IN-KL-ELC-25903355,25903355,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,6,2116,20,High,7.76,3,32.22,>30,68.24,23.37,23.91,2.31%,16.61,1,1,,,
IN-KL-ELC-91572504,91572504,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Apartment,2,4,1085,15,Medium,5.79,3,24.76,<25,69.92,15.84,24.68,55.82%,16.61,1,1,,,
IN-KL-ELC-22875680,22875680,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2516,8,Low,5.68,3,28.66,25-30,55.93,16.52,26.34,59.47%,16.89,1,1,,,
IN-KL-ELC-55308456,55308456,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Independent House,0,3,1341,8,Low,5.83,3,34.78,>30,66.3,14.65,14.49,-1.09%,16.43,0,0,,,
IN-KL-ELC-11819825,11819825,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Apartment,2,4,605,13,Medium,7.36,3,28.48,25-30,84.4,17.27,27.11,57.00%,16.61,1,1,,,
IN-KL-ELC-44586533,44586533,1/28/2023,Saturday,7,4,IN_KL_ERN,Ernakulam,Apartment,2,2,2032,16,High,3.16,2,33.28,>30,84.34,14.03,25.25,79.94%,16.61,1,1,,,
IN-KL-ELC-87073868,87073868,1/23/2023,Monday,2,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,6,2717,6,Low,7.52,3,30.65,>30,63.98,17.71,28.45,60.63%,17.26,1,1,,,
IN-KL-ELC-71807372,71807372,1/5/2023,Thursday,5,1,IN_KL_ALP,Alappuzha,Apartment,2,6,1129,11,Medium,5.78,3,26.19,25-30,84.38,16.96,19.15,12.91%,16.47,0,0,,,
IN-KL-ELC-13024599,13024599,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2725,6,Low,6.08,3,25.65,25-30,61.27,15.39,24.68,60.39%,16.89,1,1,,,
IN-KL-ELC-38289970,38289970,1/7/2023,Saturday,7,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,1,2029,12,Medium,4.03,2,30.53,>30,61.91,11.61,11.35,-2.24%,17.26,1,1,,,
IN-KL-ELC-32146342,32146342,1/7/2023,Saturday,7,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1080,18,High,3.74,2,26.97,25-30,81.21,17.00,16.42,-3.41%,17.26,0,1,,,
IN-KL-ELC-34699748,34699748,1/19/2023,Thursday,5,3,IN_KL_ERN,Ernakulam,Independent House,0,1,2168,13,Medium,4.28,2,28.31,25-30,65.68,11.75,11.35,-3.40%,16.43,1,0,,,
IN-KL-ELC-24122558,24122558,1/16/2023,Monday,2,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2676,11,Medium,3.10,2,23.17,<25,81.26,13.35,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-94272884,94272884,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Apartment,2,1,896,21,High,5.61,3,30.31,>30,79.72,15.93,25.27,58.61%,16.47,1,1,,,
IN-KL-ELC-87103622,87103622,1/25/2023,Wednesday,4,4,IN_KL_ERN,Ernakulam,Villa,1,5,2637,13,Medium,5.22,3,35.22,>30,45.24,18.51,17.75,-4.11%,16.28,0,0,,,
IN-KL-ELC-57261281,57261281,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Apartment,2,1,1776,14,Medium,3.77,2,31.66,>30,55.96,12.33,11.29,-8.43%,16.47,1,0,,,
IN-KL-ELC-24569037,24569037,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,29.13,25-30,71.52,14.33,13.84,-3.42%,16.28,0,0,,,
IN-KL-ELC-18259127,18259127,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Apartment,2,4,1173,10,Low,5.58,3,30.18,>30,61.85,15.33,25.42,65.81%,16.47,1,1,,,
IN-KL-ELC-97400511,97400511,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2458,6,Low,7.21,3,39.53,>30,59.91,14.75,16.16,9.56%,16.89,0,1,,,
IN-KL-ELC-82602412,82602412,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1133,9,Low,5.79,3,25.89,25-30,67.76,13.13,21.20,61.47%,17.26,1,1,,,
IN-KL-ELC-36954958,36954958,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Villa,1,2,1580,8,Low,4.81,2,33.32,>30,83,12.40,11.82,-4.68%,16.26,0,0,,,
IN-KL-ELC-36527734,36527734,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Apartment,2,1,769,16,High,3.76,2,27.13,25-30,78.36,12.17,18.37,50.93%,16.47,1,1,,,
IN-KL-ELC-94107124,94107124,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,3,1980,7,Low,6.32,3,34.41,>30,55.04,14.60,14.26,-2.33%,16.89,0,1,,,
